Solution 1,Cluster 1,Solution 2,Cluster 2,Disjoint Genes
3,2,13,1,"{'PRK', 'PLL16', 'CYP71B6', 'AIM1', 'LOX1', 'AO1', 'RNS2', 'AT2G35790', 'PLDALPHA1', 'AT3G15350', 'ACX2', 'ARAB-1', 'GS2', 'MFP2', 'WRKY11', 'PKT3', 'PR4', 'FAD2', 'ICK1', 'PETE1', 'ABCC2', 'ACS2', 'PDF1.2'}"
3,1,13,3,"{'EF1alpha', 'TGG2', 'PDF1.2', 'PER64', 'AIG1', 'ATR2', 'PLL16', 'PME1', 'PR4', 'FAD2', 'ER', 'PLC1', 'AT5G06940'}"
3,1,14,2,"{'RBCS1B', 'LHB1B2', 'EF1alpha', 'PDF1.2', 'ATR2', 'HCHIB', 'PME1', 'PR4', 'ACS2', 'PLC1', 'AT5G06940'}"
3,0,14,0,"{'MYB68', 'uL18-L4', 'cPGK2', 'SEH', 'GPX2', 'PLL16', 'HPL1', 'VEP1', 'WIN2', 'APX1', 'NIA2', 'CAD9', 'AT5G06940', 'AO1', 'AT-P4H-1', 'TBL9', 'ECS1', 'LAZ5', 'ATRABE1B', 'MPPalpha', 'AT4G16610', 'FAD2', 'UGT88A1', 'TBL15', 'PETE1', 'RNS1', 'GSTU19'}"
3,1,15,3,"{'RBCS1B', 'LHB1B2', 'EF1alpha', 'AT-P4H-1', 'PDF1.2', 'PER64', 'ATR2', 'HCHIB', 'PME1', 'PR4', 'PLC1', 'AT5G06940'}"
3,2,16,2,"{'RBCS1B', 'PRK', 'PLL16', 'CYP71B6', 'AIM1', 'CCR1', 'NIT2', 'PLDBETA1', 'LHB1B2', 'RNS2', 'AT-P4H-1', 'AT2G35790', 'PLDALPHA1', 'AT3G15350', 'ACX2', 'ARAB-1', 'AIG1', 'GS2', 'MFP2', 'NDPK1', 'WRKY11', 'PKT3', 'ICK1', 'PETE1', 'ABCC2', 'PDF1.2'}"
3,1,16,0,"{'RBCS1B', 'LHB1B2', 'EF1alpha', 'AT-P4H-1', 'PDF1.2', 'PER64', 'ATR2', 'PLL16', 'PME1', 'ACS2', 'PLC1', 'AT5G06940'}"
3,1,17,2,"{'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'PLL16', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'TCH4', 'OXR2', 'AO1', 'NDR1', 'EF1alpha', 'PR5', 'TGG2', 'PLC8', 'TGG1', 'ADA1A', 'PER64', 'ATR2', 'MEKK1', 'URE', 'ACS2', 'PLC1', 'PR1'}"
3,0,17,0,"{'RBCS1B', 'uL18-L4', 'cPGK2', 'SEH', 'GPX2', 'HCHIB', 'HPL1', 'VEP1', 'APX1', 'NIA2', 'CAD9', 'LHB1B2', 'AT-P4H-1', 'RNS1', 'TBL9', 'ECS1', 'LAZ5', 'ATRABE1B', 'MPPalpha', 'PR4', 'UGT88A1', 'TBL15', 'PDF1.2', 'WIN2', 'GSTU19'}"
3,1,18,3,"{'TCH3', 'GPX1', 'UBQ4', 'AAS', 'MPK3', 'PLL16', 'TCH2', 'PME1', 'ER', 'OXR2', 'AO1', 'NDR1', 'EF1alpha', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'PER64', 'ATR2', 'PR4', 'ACS2', 'PLC1', 'PR1'}"
3,1,19,3,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'PLL16', 'GRF7', 'PME1', 'ER', 'AO1', 'EF1alpha', 'AT-P4H-1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'PER64', 'AIG1', 'ATR2', 'AT4G16610', 'URE', 'PETE1', 'PLC1', 'PR1'}"
3,1,20,0,"{'RBCS1B', 'LHB1B2', 'EF1alpha', 'AT-P4H-1', 'TBL9', 'ATR2', 'HCHIB', 'PME1', 'PETE1', 'ACS2', 'PLC1', 'AT5G06940'}"
3,0,20,2,"{'MYB68', 'uL18-L4', 'cPGK2', 'SEH', 'GPX2', 'PLL16', 'HPL1', 'VEP1', 'WIN2', 'EXO70A3', 'APX1', 'NIA2', 'CAD9', 'AT5G06940', 'AO1', 'NDR1', 'TGG2', 'ADA1A', 'PDF1.2', 'ECS1', 'LAZ5', 'ATRABE1B', 'MPPalpha', 'PR4', 'UGT88A1', 'TBL15', 'FAD2', 'RNS1', 'GSTU19'}"
3,1,21,3,"{'GPX1', 'UBQ4', 'AAS', 'FSD1', 'MPK3', 'PLL16', 'ER', 'OXR2', 'AO1', 'EF1alpha', 'PR5', 'TGG2', 'PLC8', 'TGG1', 'ADA1A', 'PER64', 'AIG1', 'BGL2', 'ATR2', 'URE', 'ACS2', 'PLC1', 'PR1'}"
3,1,22,0,"{'RBCS1B', 'EF1alpha', 'AT-P4H-1', 'PDF1.2', 'ATR2', 'PME1', 'ACS2', 'PLC1'}"
3,2,23,1,"{'MYB68', 'PRK', 'PLL16', 'CYP71B6', 'AIM1', 'LOX1', 'AO1', 'RNS2', 'AT2G35790', 'PLDALPHA1', 'AT3G15350', 'ACX2', 'ARAB-1', 'GS2', 'MFP2', 'WRKY11', 'PKT3', 'PR4', 'FAD2', 'ICK1', 'ABCC2', 'ACS2', 'PDF1.2'}"
3,1,23,3,"{'EF1alpha', 'TGG2', 'PDF1.2', 'PER64', 'AIG1', 'ATR2', 'PLL16', 'PME1', 'PR4', 'FAD2', 'ER', 'PLC1', 'AT5G06940'}"
3,1,24,1,"{'FPS1', 'TCH3', 'UBQ4', 'FSD1', 'MPK3', 'PLL16', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'OXR2', 'TCH4', 'AO1', 'NDR1', 'EF1alpha', 'PLC8', 'TGG2', 'PR5', 'TGG1', 'ADA1A', 'PER64', 'ATR2', 'MEKK1', 'URE', 'ACS2', 'PLC1', 'PR1'}"
3,0,25,2,"{'uL18-L4', 'cPGK2', 'SEH', 'GPX2', 'HPL1', 'VEP1', 'APX1', 'NIA2', 'CAD9', 'RNS1', 'ECS1', 'LAZ5', 'ATRABE1B', 'MPPalpha', 'UGT88A1', 'TBL15', 'WIN2', 'GSTU19'}"
4,3,5,0,"{'GPX1', 'UBQ4', 'cPGK2', 'AAS', 'PRK', 'PLL16', 'GRF7', 'HPL1', 'APX1', 'ER', 'CAD9', 'AT5G06940', 'AO1', 'AT-P4H-1', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'ECS1', 'ATR2', 'AT4G16610', 'ATRABE1B', 'TBL15', 'PETE1', 'PR1'}"
4,0,5,3,"{'RBCS1B', 'uL18-L4', 'SEH', 'HCHIB', 'GPX2', 'VEP1', 'WIN2', 'NIA2', 'LHB1B2', 'TBL9', 'LAZ5', 'MPPalpha', 'PR4', 'UGT88A1', 'ACS2', 'PDF1.2', 'RNS1', 'GSTU19'}"
4,3,6,0,"{'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'cPGK2', 'SEH', 'GER2', 'AAS', 'GPX2', 'PLL16', 'GRF7', 'VEP1', 'HPL1', 'NIA2', 'ER', 'ABCC2', 'AT5G06940', 'AO1', 'AT-P4H-1', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'AT4G16610', 'MPPalpha', 'UGT88A1', 'TBL15', 'PETE1', 'RNS1', 'PR1'}"
4,0,7,3,"{'RBCS1B', 'PLL16', 'GRF7', 'CCR1', 'EXO70A3', 'LOX1', 'ICK1', 'AO1', 'PLDBETA1', 'LHB1B2', 'RNS2', 'AT3G15350', 'ATR2', 'WRKY11', 'PKT3', 'ACX2', 'PETE1', 'ACS2', 'PDF1.2', 'WIN2'}"
4,3,7,0,"{'GSTU19', 'GPX1', 'UBQ4', 'cPGK2', 'SEH', 'AAS', 'GPX2', 'PLL16', 'GRF7', 'VEP1', 'HPL1', 'NIA2', 'ER', 'AT5G06940', 'AO1', 'AT-P4H-1', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'AT4G16610', 'MPPalpha', 'UGT88A1', 'TBL15', 'PETE1', 'RNS1', 'PR1'}"
4,3,9,1,"{'MYB68', 'uL18-L4', 'UBQ4', 'AAS', 'GRF7', 'CYP71B6', 'AIM1', 'LOX1', 'ER', 'AT5G06940', 'AT-P4H-1', 'AT2G35790', 'TGG2', 'TGG1', 'ADA1A', 'PLDALPHA1', 'AIG1', 'TBL9', 'ARAB-1', 'FAD2', 'ABCC2', 'PETE1', 'PR1'}"
4,3,16,2,"{'MYB68', 'GPX1', 'UBQ4', 'AAS', 'HCHIB', 'PLL16', 'GRF7', 'CCR1', 'NIT2', 'LOX1', 'ER', 'AT5G06940', 'PLDBETA1', 'AT-P4H-1', 'TGG2', 'TGG1', 'ADA1A', 'TBL9', 'NDPK1', 'AT4G16610', 'PR4', 'FAD2', 'PR1'}"
4,3,22,2,"{'MYB68', 'GPX1', 'UBQ4', 'SEH', 'AAS', 'HCHIB', 'GRF7', 'CCR1', 'EXO70A3', 'AIM1', 'LOX1', 'ER', 'OXR2', 'AT5G06940', 'LHB1B2', 'AT-P4H-1', 'AT2G35790', 'TGG1', 'TBL9', 'ARAB-1', 'AIG1', 'PR4', 'ICK1', 'FAD2', 'PR1'}"
4,3,25,2,"{'GPX1', 'UBQ4', 'AAS', 'PLL16', 'GRF7', 'ER', 'AT5G06940', 'AO1', 'AT-P4H-1', 'TGG2', 'TGG1', 'ADA1A', 'AIG1', 'AT4G16610', 'PETE1', 'PR1'}"
5,0,6,2,"{'MYB68', 'RBCS1B', 'GPX1', 'cPGK2', 'PRK', 'HCHIB', 'HPL1', 'AIM1', 'APX1', 'LOX1', 'CAD9', 'AT5G06940', 'LHB1B2', 'AT-P4H-1', 'PLDALPHA1', 'TBL9', 'PDF1.2', 'ECS1', 'PER64', 'ATR2', 'ATRABE1B', 'AT4G16610', 'PR4', 'FAD2', 'TBL15', 'ACS2', 'PETE1'}"
5,0,7,3,"{'MYB68', 'cPGK2', 'PRK', 'HCHIB', 'HPL1', 'PLL16', 'GRF7', 'CCR1', 'EXO70A3', 'APX1', 'LOX1', 'CAD9', 'ICK1', 'AO1', 'PLDBETA1', 'RNS2', 'AT3G15350', 'TBL9', 'ECS1', 'WRKY11', 'ATRABE1B', 'PKT3', 'PR4', 'ACX2', 'TBL15', 'PETE1', 'WIN2'}"
5,0,8,2,"{'MYB68', 'GPX1', 'cPGK2', 'UBQ4', 'AAS', 'PRK', 'MPK3', 'HPL1', 'PLL16', 'APX1', 'ER', 'CAD9', 'AT5G06940', 'AO1', 'NDR1', 'PLDALPHA1', 'TGG2', 'TBL9', 'PLC8', 'TGG1', 'ECS1', 'ADA1A', 'AIG1', 'ATR2', 'ATRABE1B', 'AT4G16610', 'TBL15', 'ACS2', 'PETE1', 'PR1'}"
5,0,9,3,"{'MYB68', 'RBCS1B', 'LHB1B2', 'AT-P4H-1', 'cPGK2', 'ECS1', 'ATR2', 'PRK', 'ATRABE1B', 'HPL1', 'ACS2', 'PR4', 'APX1', 'TBL15', 'CAD9', 'PDF1.2', 'AT5G06940'}"
5,0,10,3,"{'MYB68', 'RBCS1B', 'cPGK2', 'PRK', 'HCHIB', 'HPL1', 'APX1', 'CAD9', 'AT5G06940', 'LHB1B2', 'AT-P4H-1', 'PDF1.2', 'ECS1', 'ATR2', 'ATRABE1B', 'PR4', 'TBL15', 'ACS2', 'PETE1'}"
5,0,11,2,"{'uL18-L4', 'GPX1', 'cPGK2', 'UBQ4', 'AAS', 'PRK', 'PLL16', 'HPL1', 'APX1', 'ER', 'CAD9', 'AO1', 'AT-P4H-1', 'AT2G35790', 'TBL9', 'ECS1', 'AIG1', 'ATR2', 'FAH1', 'AT4G16610', 'TBL15', 'FAD2', 'PR1'}"
5,3,11,3,"{'RBCS1B', 'LHB1B2', 'uL18-L4', 'RNS1', 'SEH', 'LAZ5', 'GPX2', 'MPPalpha', 'VEP1', 'PRK', 'AIM1', 'NIA2', 'UGT88A1', 'ACS2', 'PDF1.2', 'WIN2', 'GSTU19'}"
5,0,12,3,"{'GPX1', 'cPGK2', 'UBQ4', 'AAS', 'PRK', 'PLL16', 'HPL1', 'GRF7', 'APX1', 'ER', 'CAD9', 'AT5G06940', 'AO1', 'LHB1B2', 'AT-P4H-1', 'PLC8', 'TGG2', 'TBL9', 'TGG1', 'ADA1A', 'ECS1', 'AIG1', 'ATR2', 'ATRABE1B', 'AT4G16610', 'URE', 'TBL15', 'ACS2', 'PETE1', 'PR1'}"
5,3,12,2,"{'RBCS1B', 'uL18-L4', 'RNS1', 'PDF1.2', 'SEH', 'LAZ5', 'GPX2', 'MPPalpha', 'VEP1', 'HCHIB', 'PR4', 'NIA2', 'UGT88A1', 'FAD2', 'WIN2', 'GSTU19'}"
5,3,13,3,"{'uL18-L4', 'TGG2', 'RNS1', 'PDF1.2', 'SEH', 'AIG1', 'LAZ5', 'GPX2', 'MPPalpha', 'VEP1', 'PLL16', 'PR4', 'ER', 'NIA2', 'UGT88A1', 'FAD2', 'WIN2', 'GSTU19'}"
5,0,13,1,"{'MYB68', 'RBCS1B', 'LHB1B2', 'AT-P4H-1', 'TBL9', 'cPGK2', 'ECS1', 'ATR2', 'PRK', 'ATRABE1B', 'HPL1', 'HCHIB', 'ACS2', 'APX1', 'TBL15', 'CAD9', 'PETE1'}"
5,3,14,0,"{'uL18-L4', 'SEH', 'GPX2', 'PLL16', 'VEP1', 'WIN2', 'NIA2', 'AT5G06940', 'AO1', 'AT-P4H-1', 'TBL9', 'LAZ5', 'AT4G16610', 'MPPalpha', 'FAD2', 'UGT88A1', 'PETE1', 'RNS1', 'GSTU19'}"
5,0,14,2,"{'MYB68', 'RBCS1B', 'LHB1B2', 'cPGK2', 'ECS1', 'PER64', 'ATR2', 'PRK', 'ATRABE1B', 'HPL1', 'HCHIB', 'ACS2', 'PR4', 'APX1', 'TBL15', 'CAD9', 'PDF1.2'}"
5,0,15,3,"{'MYB68', 'RBCS1B', 'LHB1B2', 'AT-P4H-1', 'cPGK2', 'ECS1', 'ATR2', 'PRK', 'ATRABE1B', 'HPL1', 'HCHIB', 'PR4', 'APX1', 'TBL15', 'CAD9', 'PDF1.2'}"
5,3,16,0,"{'RBCS1B', 'LHB1B2', 'uL18-L4', 'AT-P4H-1', 'RNS1', 'SEH', 'LAZ5', 'GPX2', 'MPPalpha', 'VEP1', 'PLL16', 'NIA2', 'UGT88A1', 'ACS2', 'PDF1.2', 'WIN2', 'GSTU19'}"
5,0,16,2,"{'MYB68', 'cPGK2', 'PRK', 'HCHIB', 'HPL1', 'CCR1', 'NIT2', 'APX1', 'LOX1', 'CAD9', 'AO1', 'PLDBETA1', 'TBL9', 'ECS1', 'AIG1', 'NDPK1', 'ATR2', 'ATRABE1B', 'PR4', 'FAD2', 'TBL15', 'PETE1'}"
5,3,17,3,"{'GER2', 'GRF7', 'CCR1', 'NIT2', 'ELI3-1', 'APX1', 'AT2G35790', 'PLDALPHA1', 'LecRK-V.5', 'GS2', 'MFP2', 'ATR2', 'FAH1', 'TT4', 'AT4G16610', 'PKT3', 'ROF1', 'ICK1', 'PETE1', 'TBL15', 'CCOAMT', 'GPX1', 'PRK', 'VEP1', 'CYP71B6', 'AIM1', 'CHIA', 'HMG1', 'LOX1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'ARAB-1', 'AIG1', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'ACX2', 'ABCC2', 'FAD2'}"
5,0,17,2,"{'MYB68', 'TCH3', 'cPGK2', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'APX1', 'TUB9', 'ER', 'AT5G06940', 'NDR1', 'TGG2', 'ECS1', 'ATR2', 'MEKK1', 'URE', 'TBL15', 'FPS1', 'UBQ4', 'PRK', 'PLL16', 'HPL1', 'PME1', 'CAD9', 'TCH4', 'OXR2', 'AO1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'ATRABE1B', 'ACS2', 'PR1'}"
5,0,18,3,"{'MYB68', 'TCH3', 'GPX1', 'cPGK2', 'UBQ4', 'AAS', 'PRK', 'MPK3', 'HPL1', 'TCH2', 'PLL16', 'APX1', 'ER', 'CAD9', 'OXR2', 'AT5G06940', 'AO1', 'NDR1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'ECS1', 'ATR2', 'ATRABE1B', 'PR4', 'TBL15', 'ACS2', 'PR1'}"
5,0,19,3,"{'GPX1', 'cPGK2', 'UBQ4', 'AAS', 'PRK', 'PLL16', 'HPL1', 'GRF7', 'APX1', 'ER', 'CAD9', 'AT5G06940', 'AO1', 'AT-P4H-1', 'PLC8', 'TGG2', 'TGG1', 'ADA1A', 'ECS1', 'AIG1', 'ATR2', 'ATRABE1B', 'AT4G16610', 'URE', 'TBL15', 'PETE1', 'PR1'}"
5,3,20,0,"{'RBCS1B', 'uL18-L4', 'SEH', 'GPX2', 'HCHIB', 'VEP1', 'WIN2', 'NIA2', 'LHB1B2', 'AT-P4H-1', 'TBL9', 'PER64', 'LAZ5', 'MPPalpha', 'UGT88A1', 'ACS2', 'PETE1', 'RNS1', 'GSTU19'}"
5,0,20,2,"{'MYB68', 'cPGK2', 'PRK', 'PLL16', 'HPL1', 'EXO70A3', 'APX1', 'CAD9', 'AT5G06940', 'AO1', 'NDR1', 'TGG2', 'ADA1A', 'PDF1.2', 'ECS1', 'ATR2', 'ATRABE1B', 'PR4', 'TBL15', 'FAD2'}"
5,0,21,3,"{'MYB68', 'GPX1', 'cPGK2', 'UBQ4', 'AAS', 'FSD1', 'PRK', 'MPK3', 'HPL1', 'PLL16', 'PME1', 'APX1', 'ER', 'CAD9', 'OXR2', 'AT5G06940', 'AO1', 'PR5', 'TGG2', 'PLC8', 'TGG1', 'ADA1A', 'ECS1', 'AIG1', 'BGL2', 'ATR2', 'ATRABE1B', 'URE', 'TBL15', 'ACS2', 'PR1'}"
5,0,22,0,"{'MYB68', 'RBCS1B', 'AT-P4H-1', 'cPGK2', 'ECS1', 'PER64', 'ATR2', 'PRK', 'ATRABE1B', 'HPL1', 'ACS2', 'APX1', 'TBL15', 'CAD9', 'PDF1.2', 'AT5G06940'}"
5,0,23,1,"{'RBCS1B', 'LHB1B2', 'AT-P4H-1', 'TBL9', 'cPGK2', 'ECS1', 'ATR2', 'ATRABE1B', 'PRK', 'HPL1', 'HCHIB', 'ACS2', 'APX1', 'TBL15', 'CAD9'}"
5,3,23,3,"{'uL18-L4', 'TGG2', 'RNS1', 'PDF1.2', 'SEH', 'AIG1', 'LAZ5', 'GPX2', 'MPPalpha', 'VEP1', 'PLL16', 'PR4', 'ER', 'NIA2', 'UGT88A1', 'FAD2', 'WIN2', 'GSTU19'}"
5,3,24,2,"{'GER2', 'GRF7', 'NIT2', 'ELI3-1', 'APX1', 'AT2G35790', 'LecRK-V.5', 'GS2', 'MFP2', 'ATR2', 'FAH1', 'TT4', 'PKT3', 'ROF1', 'TBL15', 'CCOAMT', 'GPX1', 'SEH', 'PRK', 'VEP1', 'CYP71B6', 'CHIA', 'HMG1', 'CAD9', 'PLDBETA1', 'RNS2', 'AT3G15350', 'ARAB-1', 'AIG1', 'DHS1', 'NDPK1', 'WRKY11', 'ATRABE1B', 'ACX2', 'ABCC2', 'RNS1'}"
5,0,24,1,"{'MYB68', 'TCH3', 'cPGK2', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'APX1', 'TUB9', 'ER', 'AT5G06940', 'NDR1', 'TGG2', 'ECS1', 'ATR2', 'MEKK1', 'URE', 'TBL15', 'FPS1', 'UBQ4', 'PRK', 'PLL16', 'HPL1', 'PME1', 'CAD9', 'OXR2', 'TCH4', 'AO1', 'PLC8', 'PR5', 'TGG1', 'ADA1A', 'ATRABE1B', 'ACS2', 'PR1'}"
5,0,25,2,"{'cPGK2', 'ECS1', 'ATR2', 'PRK', 'ATRABE1B', 'HPL1', 'APX1', 'TBL15', 'CAD9'}"
6,0,8,2,"{'MYB68', 'cPGK2', 'GER2', 'MPK3', 'ER', 'AT5G06940', 'NDR1', 'PLDALPHA1', 'TGG2', 'TBL9', 'AT4G16610', 'UGT88A1', 'TBL15', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'SEH', 'AAS', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'NIA2', 'AO1', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'MPPalpha', 'ABCC2', 'ACS2', 'PETE1', 'RNS1', 'PR1'}"
6,0,9,1,"{'MYB68', 'GPX1', 'cPGK2', 'SEH', 'GER2', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'CYP71B6', 'AIM1', 'NIA2', 'LOX1', 'AO1', 'AT2G35790', 'PLDALPHA1', 'TBL9', 'ARAB-1', 'AT4G16610', 'MPPalpha', 'UGT88A1', 'TBL15', 'FAD2', 'RNS1', 'GSTU19'}"
6,1,10,1,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'GRF7', 'CCR1', 'EXO70A3', 'AIM1', 'LOX1', 'ER', 'PLDBETA1', 'RNS2', 'PLDALPHA1', 'AT3G15350', 'TGG2', 'TBL9', 'AIG1', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'NDPK1', 'WRKY11', 'AT4G16610', 'ROF1', 'ABCC2', 'FAD2', 'WIN2', 'PR1'}"
6,0,11,2,"{'GPX1', 'cPGK2', 'SEH', 'UBQ4', 'GER2', 'AAS', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'NIA2', 'ABCC2', 'ER', 'AO1', 'AT-P4H-1', 'AT2G35790', 'TBL9', 'AIG1', 'FAH1', 'ATRABE1B', 'MPPalpha', 'AT4G16610', 'PR1', 'UGT88A1', 'TBL15', 'FAD2', 'RNS1', 'GSTU19'}"
6,0,12,3,"{'cPGK2', 'GER2', 'GRF7', 'ER', 'AT5G06940', 'LHB1B2', 'TGG2', 'TBL9', 'AT4G16610', 'URE', 'UGT88A1', 'TBL15', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'SEH', 'AAS', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'NIA2', 'AO1', 'AT-P4H-1', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'MPPalpha', 'ABCC2', 'ACS2', 'PETE1', 'RNS1', 'PR1'}"
6,0,13,3,"{'MYB68', 'uL18-L4', 'cPGK2', 'SEH', 'GER2', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'NIA2', 'ABCC2', 'ER', 'TGG2', 'PDF1.2', 'AIG1', 'MPPalpha', 'PR4', 'UGT88A1', 'TBL15', 'FAD2', 'RNS1', 'GSTU19'}"
6,0,14,0,"{'MYB68', 'uL18-L4', 'cPGK2', 'SEH', 'GER2', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'NIA2', 'ABCC2', 'AT5G06940', 'AO1', 'AT-P4H-1', 'TBL9', 'AT4G16610', 'MPPalpha', 'FAD2', 'UGT88A1', 'TBL15', 'PETE1', 'RNS1', 'GSTU19'}"
6,1,15,1,"{'MYB68', 'GPX1', 'UBQ4', 'PRK', 'GRF7', 'CCR1', 'EXO70A3', 'AIM1', 'LOX1', 'ER', 'PLDBETA1', 'RNS2', 'PLDALPHA1', 'AT3G15350', 'TGG2', 'TBL9', 'AIG1', 'GS2', 'MFP2', 'LAZ5', 'ATR2', 'NDPK1', 'WRKY11', 'AT4G16610', 'ROF1', 'ABCC2', 'FAD2', 'WIN2', 'PR1'}"
6,0,16,2,"{'MYB68', 'uL18-L4', 'cPGK2', 'SEH', 'GER2', 'GPX2', 'HCHIB', 'VEP1', 'HPL1', 'CCR1', 'NIT2', 'NIA2', 'ABCC2', 'LOX1', 'AO1', 'PLDBETA1', 'TBL9', 'AIG1', 'NDPK1', 'MPPalpha', 'PR4', 'FAD2', 'UGT88A1', 'TBL15', 'PETE1', 'RNS1', 'GSTU19'}"
6,0,17,2,"{'MYB68', 'TCH3', 'cPGK2', 'GER2', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'AT5G06940', 'NDR1', 'TGG2', 'MEKK1', 'URE', 'UGT88A1', 'TBL15', 'GSTU19', 'uL18-L4', 'FPS1', 'UBQ4', 'SEH', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'PME1', 'NIA2', 'TCH4', 'OXR2', 'AO1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'MPPalpha', 'ABCC2', 'ACS2', 'RNS1', 'PR1'}"
6,0,18,3,"{'MYB68', 'TCH3', 'cPGK2', 'GER2', 'MPK3', 'TCH2', 'ER', 'AT5G06940', 'NDR1', 'TGG2', 'PR4', 'UGT88A1', 'TBL15', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'SEH', 'AAS', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'NIA2', 'OXR2', 'AO1', 'PLC8', 'TGG1', 'ADA1A', 'MPPalpha', 'ABCC2', 'ACS2', 'RNS1', 'PR1'}"
6,0,19,3,"{'cPGK2', 'GER2', 'GRF7', 'ER', 'AT5G06940', 'TGG2', 'AT4G16610', 'URE', 'UGT88A1', 'TBL15', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'SEH', 'AAS', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'NIA2', 'AO1', 'AT-P4H-1', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'MPPalpha', 'ABCC2', 'PETE1', 'RNS1', 'PR1'}"
6,0,20,2,"{'MYB68', 'uL18-L4', 'cPGK2', 'SEH', 'GER2', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'EXO70A3', 'NIA2', 'ABCC2', 'AT5G06940', 'AO1', 'NDR1', 'TGG2', 'ADA1A', 'PDF1.2', 'MPPalpha', 'PR4', 'UGT88A1', 'TBL15', 'FAD2', 'RNS1', 'GSTU19'}"
6,0,21,3,"{'MYB68', 'cPGK2', 'GER2', 'FSD1', 'MPK3', 'ER', 'AT5G06940', 'TGG2', 'URE', 'UGT88A1', 'TBL15', 'GSTU19', 'uL18-L4', 'GPX1', 'UBQ4', 'SEH', 'AAS', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'PME1', 'NIA2', 'OXR2', 'AO1', 'PR5', 'PLC8', 'TGG1', 'ADA1A', 'AIG1', 'BGL2', 'MPPalpha', 'ABCC2', 'ACS2', 'RNS1', 'PR1'}"
6,0,22,2,"{'MYB68', 'cPGK2', 'GER2', 'CCR1', 'EXO70A3', 'LHB1B2', 'AT2G35790', 'TGG2', 'TBL9', 'AT4G16610', 'PR4', 'ICK1', 'PETE1', 'UGT88A1', 'TBL15', 'GSTU19', 'uL18-L4', 'GPX2', 'HCHIB', 'VEP1', 'HPL1', 'PLL16', 'AIM1', 'NIA2', 'LOX1', 'OXR2', 'AO1', 'ADA1A', 'ARAB-1', 'MPPalpha', 'ABCC2', 'FAD2', 'RNS1'}"
6,0,23,3,"{'MYB68', 'uL18-L4', 'cPGK2', 'SEH', 'GER2', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'NIA2', 'ABCC2', 'ER', 'TGG2', 'PDF1.2', 'AIG1', 'MPPalpha', 'PR4', 'UGT88A1', 'TBL15', 'FAD2', 'RNS1', 'GSTU19'}"
6,0,24,1,"{'MYB68', 'TCH3', 'cPGK2', 'GER2', 'FSD1', 'MPK3', 'TCH2', 'EXO70A3', 'TUB9', 'ER', 'AT5G06940', 'NDR1', 'TGG2', 'MEKK1', 'URE', 'UGT88A1', 'TBL15', 'GSTU19', 'uL18-L4', 'FPS1', 'UBQ4', 'SEH', 'GPX2', 'PLL16', 'VEP1', 'HPL1', 'PME1', 'NIA2', 'OXR2', 'TCH4', 'AO1', 'PLC8', 'PR5', 'TGG1', 'ADA1A', 'MPPalpha', 'ABCC2', 'ACS2', 'RNS1', 'PR1'}"
